index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP323,Al Khums power station 1-2,Gas or Oil Plant,120.0,operating,Libya,,
EP324,Al Khums power station 1-3,Gas or Oil Plant,120.0,operating,Libya,,
EP325,Al Khums power station 1-4,Gas or Oil Plant,120.0,operating,Libya,,
EP326,Al Khums power station 1-5,Gas or Oil Plant,150.0,operating,Libya,,
EP327,Al Khums power station 1-6,Gas or Oil Plant,150.0,operating,Libya,,
EP328,Al Khums power station 1-7,Gas or Oil Plant,150.0,operating,Libya,,
EP329,Al Khums power station 1-8,Gas or Oil Plant,150.0,operating,Libya,,
EP330,Al Khums power station 2-1,Gas or Oil Plant,265.0,operating,Libya,,
EP331,Al Khums power station 2-2,Gas or Oil Plant,265.0,operating,Libya,,
EP332,Al Kufra Power Plant 1,Gas or Oil Plant,25.0,operating,Libya,,
EP333,Al Kufra Power Plant 2,Gas or Oil Plant,25.0,operating,Libya,,
EP334,Al Kufra Power Plant 3,Gas or Oil Plant,25.0,operating,Libya,,
EP335,Allegany cogeneration power station CC01,Gas or Oil Plant,67.0,operating,United States,,
EP336,Allegheny Energy power station CC1,Gas or Oil Plant,556.0,operating,United States,,
EP337,Allen Fossil Plant CC1,Gas or Oil Plant,1171.0,operating,United States,,
EP338,Allen Fossil Plant G17,Gas or Oil Plant,60.0,operating,United States,,
EP339,Allen Fossil Plant G18,Gas or Oil Plant,60.0,operating,United States,,
EP340,Allen Fossil Plant G19,Gas or Oil Plant,60.0,operating,United States,,
EP341,Allen Fossil Plant G20,Gas or Oil Plant,60.0,operating,United States,,
EP342,Alliant Energy Neenah power station CT01,Gas or Oil Plant,186.0,operating,United States,,
EP343,Alliant Energy Neenah power station CT02,Gas or Oil Plant,186.0,operating,United States,,
EP344,Al-Mahdi Smelter power station 1,Gas or Oil Plant,183.0,operating,Iran,,
EP345,Al-Mahdi Smelter power station 2,Gas or Oil Plant,183.0,construction,Iran,,
EP346,Al-Mahdi Smelter power station 3,Gas or Oil Plant,183.0,construction,Iran,,
EP347,Al-Mansoura power station 1,Gas or Oil Plant,64.0,operating,Yemen,,
EP348,Al-Mansoura power station 2,Gas or Oil Plant,70.0,operating,Yemen,,
EP349,Almaty-1 power station CC1,Gas or Oil Plant,225.0,pre-construction,Kazakhstan,,
EP350,"Almaty-1 power station Unit 10, timepoint 2",Gas or Oil Plant,60.0,operating,Kazakhstan,,
EP351,"Almaty-1 power station Unit 9, timepoint 2",Gas or Oil Plant,60.0,operating,Kazakhstan,,
EP352,Almaty-2 power station CC1,Gas or Oil Plant,200.0,construction,Kazakhstan,,
EP353,Almaty-2 power station GT1,Gas or Oil Plant,179.0,construction,Kazakhstan,,
EP354,Almaty-2 power station GT2,Gas or Oil Plant,179.0,construction,Kazakhstan,,
EP355,Almaty-3 power station CC1,Gas or Oil Plant,270.0,construction,Kazakhstan,,
EP356,Almaty-3 power station CC2,Gas or Oil Plant,270.0,construction,Kazakhstan,,
EP357,Al Mirfa Power Company power plant 1-GT5,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP358,Al Mirfa Power Company power plant 1-GT6,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP359,Al Mirfa Power Company power plant 1-GT7,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP360,Al Mirfa Power Company power plant 1-GT8,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP361,Almond power plant 1,Gas or Oil Plant,50.0,operating,United States,,
EP362,Almond power plant 2,Gas or Oil Plant,58.0,operating,United States,,
EP363,Almond power plant 3,Gas or Oil Plant,58.0,operating,United States,,
EP364,Almond power plant 4,Gas or Oil Plant,58.0,operating,United States,,
EP365,Al-Mussaib Gas power plant 1,Gas or Oil Plant,50.0,operating,Iraq,,
EP366,Al-Mussaib Gas power plant 10,Gas or Oil Plant,50.0,operating,Iraq,,
EP367,Al-Mussaib Gas power plant 2,Gas or Oil Plant,50.0,operating,Iraq,,
EP368,Al-Mussaib Gas power plant 3,Gas or Oil Plant,50.0,operating,Iraq,,
EP369,Al-Mussaib Gas power plant 4,Gas or Oil Plant,50.0,operating,Iraq,,
EP370,Al-Mussaib Gas power plant 5,Gas or Oil Plant,50.0,operating,Iraq,,
EP371,Al-Mussaib Gas power plant 6,Gas or Oil Plant,50.0,operating,Iraq,,
EP372,Al-Mussaib Gas power plant 7,Gas or Oil Plant,50.0,operating,Iraq,,
EP373,Al-Mussaib Gas power plant 8,Gas or Oil Plant,50.0,operating,Iraq,,
EP374,Al-Mussaib Gas power plant 9,Gas or Oil Plant,50.0,operating,Iraq,,
EP375,Al-Mussaib Thermal power plant 1,Gas or Oil Plant,320.0,operating,Iraq,,
EP376,Al-Mussaib Thermal power plant 2,Gas or Oil Plant,320.0,operating,Iraq,,
EP377,Al-Mussaib Thermal power plant 3,Gas or Oil Plant,320.0,operating,Iraq,,
EP378,Al-Mussaib Thermal power plant 4,Gas or Oil Plant,320.0,operating,Iraq,,
EP379,Al Nakheel power station 1,Gas or Oil Plant,187.0,operating,United Arab Emirates,,
EP380,Al Nakheel power station 2,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP381,Al Nakheel power station 3,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP382,Al-Nuwaiseeb power plant 1-1,Gas or Oil Plant,3600.0,pre-construction,Kuwait,,
EP383,Al-Nuwaiseeb power plant 2-1,Gas or Oil Plant,3600.0,announced,Kuwait,,
EP384,Alon Tavor cogeneration power station 1,Gas or Oil Plant,73.0,operating,Israel,,
EP385,Alon Tavor power station CC,Gas or Oil Plant,373.0,operating,Israel,,
EP386,Alon Tavor power station GT1,Gas or Oil Plant,110.0,operating,Israel,,
EP387,Alon Tavor power station GT2,Gas or Oil Plant,110.0,operating,Israel,,
EP388,Alor Gajah (Melaka) power station 1,Gas or Oil Plant,747.4,operating,Malaysia,,
EP389,Alor Gajah (Melaka) power station 2,Gas or Oil Plant,747.4,operating,Malaysia,,
EP390,Alor Gajah (Melaka) power station 3,Gas or Oil Plant,747.4,operating,Malaysia,,
EP391,A L Pierce power station 4,Gas or Oil Plant,84.0,operating,United States,,
EP392,Alpine power plant AI1,Gas or Oil Plant,227.0,operating,United States,,
EP393,Alpine power plant AI2,Gas or Oil Plant,227.0,operating,United States,,
EP394,Al-Qassim IPP power plant 1,Gas or Oil Plant,1800.0,construction,Saudi Arabia,,
EP395,Al-Qassim IPP power plant 2,Gas or Oil Plant,1800.0,construction,Saudi Arabia,,
EP396,Al-Qassim power plant 2-1,Gas or Oil Plant,350.0,operating,Saudi Arabia,,
EP397,Al-Qassim power plant 3-1,Gas or Oil Plant,365.0,operating,Saudi Arabia,,
EP398,Al-Qassim power plant 3-2,Gas or Oil Plant,365.0,operating,Saudi Arabia,,
EP399,Al Qatrana Cement power plant 1,Gas or Oil Plant,50.0,operating,Jordan,,
EP400,Al Qatrana power plant 1,Gas or Oil Plant,373.0,operating,Jordan,,
EP401,Al Qayyarah power station 1,Gas or Oil Plant,125.0,operating,Iraq,,
EP402,Al Qayyarah power station 2,Gas or Oil Plant,125.0,operating,Iraq,,
EP403,Al Qayyarah power station 3,Gas or Oil Plant,125.0,operating,Iraq,,
EP404,Al Qayyarah power station 4,Gas or Oil Plant,125.0,operating,Iraq,,
EP405,Al Qayyarah power station 5,Gas or Oil Plant,125.0,operating,Iraq,,
EP406,Al Qayyarah power station 6,Gas or Oil Plant,125.0,operating,Iraq,,
EP407,Al Qayyarah power station ST,Gas or Oil Plant,375.0,pre-construction,Iraq,,
EP408,Al Quds power station 1,Gas or Oil Plant,123.0,operating,Iraq,,
EP409,Al Quds power station 10,Gas or Oil Plant,123.0,operating,Iraq,,
EP410,Al Quds power station 11,Gas or Oil Plant,125.0,operating,Iraq,,
EP411,Al Quds power station 12,Gas or Oil Plant,125.0,operating,Iraq,,
EP412,Al Quds power station 13,Gas or Oil Plant,125.0,operating,Iraq,,
EP413,Al Quds power station 14,Gas or Oil Plant,125.0,operating,Iraq,,
EP414,Al Quds power station 2,Gas or Oil Plant,125.0,operating,Iraq,,
EP415,Al Quds power station 3,Gas or Oil Plant,123.0,operating,Iraq,,
EP416,Al Quds power station 4,Gas or Oil Plant,123.0,operating,Iraq,,
EP417,Al Quds power station 5,Gas or Oil Plant,125.0,operating,Iraq,,
EP418,Al Quds power station 6,Gas or Oil Plant,172.0,operating,Iraq,,
EP419,Al Quds power station 7,Gas or Oil Plant,172.0,operating,Iraq,,
EP420,Al Quds power station 8,Gas or Oil Plant,172.0,operating,Iraq,,
EP421,Al Quds power station 9,Gas or Oil Plant,172.0,operating,Iraq,,
EP422,Al Quds power station ST1,Gas or Oil Plant,250.0,pre-construction,Iraq,,
EP423,Al Quds power station ST2,Gas or Oil Plant,250.0,pre-construction,Iraq,,
EP424,Al Qurayyat power plant 1,Gas or Oil Plant,70.0,operating,Saudi Arabia,,
EP425,Al Qurayyat power plant 2,Gas or Oil Plant,70.0,operating,Saudi Arabia,,
EP426,Al Qurayyat power plant 3,Gas or Oil Plant,77.0,operating,Saudi Arabia,,
EP427,Al Qurayyat power plant 4,Gas or Oil Plant,77.0,operating,Saudi Arabia,,
EP428,Al-Rasheed Gas Power Plant 1,Gas or Oil Plant,47.0,operating,Iraq,,
EP429,Al-Rasheed Gas Power Plant 2,Gas or Oil Plant,47.0,operating,Iraq,,
EP430,AL-Sadiya Cement power plant 1,Gas or Oil Plant,55.0,operating,Saudi Arabia,,
EP431,Al Saliyah GT power plant 1,Gas or Oil Plant,67.0,operating,Qatar,,
EP432,Al Saliyah GT power plant 2,Gas or Oil Plant,67.0,operating,Qatar,,
EP433,AL Sandersville power station CT1,Gas or Oil Plant,87.0,operating,United States,,
EP434,AL Sandersville power station CT2,Gas or Oil Plant,87.0,operating,United States,,
EP435,AL Sandersville power station CT3,Gas or Oil Plant,87.0,operating,United States,,
EP436,AL Sandersville power station CT4,Gas or Oil Plant,87.0,operating,United States,,
EP437,AL Sandersville power station CT5,Gas or Oil Plant,87.0,operating,United States,,
EP438,AL Sandersville power station CT6,Gas or Oil Plant,87.0,operating,United States,,
EP439,AL Sandersville power station CT7,Gas or Oil Plant,87.0,operating,United States,,
EP440,AL Sandersville power station CT8,Gas or Oil Plant,87.0,operating,United States,,
EP441,ALSCON Smelter power plant 2-1,Gas or Oil Plant,100.0,announced,Nigeria,,
EP442,ALSCON Smelter power plant 3-1,Gas or Oil Plant,130.0,announced,Nigeria,,
EP443,ALSCON Smelter power plant 3-2,Gas or Oil Plant,130.0,announced,Nigeria,,
EP444,ALSCON Smelter power plant 5,Gas or Oil Plant,90.0,operating,Nigeria,,
EP445,ALSCON Smelter power plant 6,Gas or Oil Plant,90.0,operating,Nigeria,,
EP446,AL-Shahid Abd Al-Abbas Hashim 1,Gas or Oil Plant,62.0,operating,Iraq,,
EP447,AL-Shahid Abd Al-Abbas Hashim 2,Gas or Oil Plant,20.0,operating,Iraq,,
EP448,Al-Shemal Thermal power station 1,Gas or Oil Plant,350.0,operating,Iraq,,
EP449,Al-Shemal Thermal power station 2,Gas or Oil Plant,350.0,operating,Iraq,,
EP450,Al-Shemal Thermal power station 3,Gas or Oil Plant,350.0,operating,Iraq,,
EP451,Al-Shemal Thermal power station 4,Gas or Oil Plant,350.0,operating,Iraq,,
EP452,Al-Shemal Thermal power station 5,Gas or Oil Plant,350.0,operating,Iraq,,
EP453,Al-Shemal Thermal power station 6,Gas or Oil Plant,350.0,operating,Iraq,,
EP454,Altaaqa 1 Mobile power plant 1,Gas or Oil Plant,95.0,operating,Saudi Arabia,,
EP455,Altaaqa 2 Mobile power plant 1,Gas or Oil Plant,110.0,operating,Saudi Arabia,,
EP456,Altaaqa 3 Mobile power plant 1,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP457,Altaaqa 3 Mobile power plant 2,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP458,Altaaqa 3 Mobile power plant 3,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP459,Altaaqa 3 Mobile power plant 4,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP460,Altaaqa 3 Mobile power plant 5,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP461,Altaaqa 3 Mobile power plant 6,Gas or Oil Plant,30.0,operating,Saudi Arabia,,
EP462,Altaaqa 4 Mobile power plant 1,Gas or Oil Plant,125.0,operating,Saudi Arabia,,
EP463,Altaaqa Global temporary power station 1,Gas or Oil Plant,54.0,operating,Yemen,,
EP464,AltaGas Ripon Energy power station GEN1,Gas or Oil Plant,50.0,operating,United States,,
EP465,Altai-Koks CHP power station 1,Gas or Oil Plant,60.0,operating,Russia,,
EP466,Altai-Koks CHP power station 2,Gas or Oil Plant,60.0,operating,Russia,,
EP467,Altai-Koks CHP power station 3,Gas or Oil Plant,80.0,operating,Russia,,
EP468,Altamira Dynasol cogeneration power station 1,Gas or Oil Plant,57.0,operating,Mexico,,
EP469,Altamira III and IV power station 1,Gas or Oil Plant,548.0,operating,Mexico,,
EP470,Altamira III and IV power station 2,Gas or Oil Plant,548.0,operating,Mexico,,
EP471,Altamira II power station 1,Gas or Oil Plant,495.0,operating,Mexico,,
EP472,Altamira power station 3,Gas or Oil Plant,250.0,operating,Mexico,,
EP473,Altamira power station 4,Gas or Oil Plant,250.0,operating,Mexico,,
EP474,Altamira V power station 1,Gas or Oil Plant,578.0,operating,Mexico,,
EP475,Altamira V power station 2,Gas or Oil Plant,577.0,operating,Mexico,,
EP476,Altbach power station GT A,Gas or Oil Plant,50.0,operating,Germany,,
EP477,Altbach power station GT B,Gas or Oil Plant,60.0,operating,Germany,,
EP478,Altbach power station GT C,Gas or Oil Plant,87.0,operating,Germany,,
EP479,Altbach power station GT E,Gas or Oil Plant,65.0,operating,Germany,,
EP480,Altbach power station HKW3,Gas or Oil Plant,750.0,pre-construction,Germany,,
EP481,Altchemnitz power station IC1-5,Gas or Oil Plant,63.0,operating,Germany,,
EP482,Al Thayyem OCGT power plant GT-1,Gas or Oil Plant,32.0,operating,Syria,,
EP483,Al Thayyem OCGT power plant GT-2,Gas or Oil Plant,32.0,operating,Syria,,
EP484,Al Thayyem OCGT power plant GT-3,Gas or Oil Plant,32.0,operating,Syria,,
EP485,Altomonte power station 1,Gas or Oil Plant,808.0,operating,Italy,,
EP486,Aluar Puerto Madryn power station 2,Gas or Oil Plant,120.0,operating,Argentina,,
EP487,Aluar Puerto Madryn power station 3,Gas or Oil Plant,465.0,operating,Argentina,,
EP488,Aluminium Bahrain (ALBA) power station 3-1,Gas or Oil Plant,397.0,operating,Bahrain,,
EP489,Aluminium Bahrain (ALBA) power station 3-2,Gas or Oil Plant,397.0,operating,Bahrain,,
EP490,Aluminium Bahrain (ALBA) power station 4,Gas or Oil Plant,660.0,operating,Bahrain,,
EP491,Aluminium Bahrain (ALBA) power station 5-1,Gas or Oil Plant,597.3,operating,Bahrain,,
EP492,Aluminium Bahrain (ALBA) power station 5-2,Gas or Oil Plant,597.3,operating,Bahrain,,
EP493,Aluminium Bahrain (ALBA) power station 5-3,Gas or Oil Plant,597.3,operating,Bahrain,,
EP494,Aluminium Bahrain (ALBA) power station 5-4,Gas or Oil Plant,681.0,construction,Bahrain,,
EP495,Al Wahda power plant 1,Gas or Oil Plant,450.0,announced,Morocco,,
EP496,Al Wahda power plant 2,Gas or Oil Plant,450.0,announced,Morocco,,
EP497,Al Wajbha GT Power Plant Qatar 1,Gas or Oil Plant,301.0,operating,Qatar,,
EP498,Al Wajh power station 1,Gas or Oil Plant,60.0,operating,Saudi Arabia,,
EP499,Al Wajh power station 2,Gas or Oil Plant,60.0,operating,Saudi Arabia,,
EP500,Al Wajh power station 3,Gas or Oil Plant,60.0,operating,Saudi Arabia,,
EP501,Alyaf Gostar power plant 1,Gas or Oil Plant,14.4,operating,Iran,,
EP502,Al- Yusufiyah power plant 1,Gas or Oil Plant,210.0,construction,Iraq,,
EP503,Al- Yusufiyah power plant 2,Gas or Oil Plant,210.0,construction,Iraq,,
EP504,Al- Yusufiyah power plant 3,Gas or Oil Plant,210.0,construction,Iraq,,
EP505,Al- Yusufiyah power plant 4,Gas or Oil Plant,210.0,construction,Iraq,,
EP506,Al- Yusufiyah power plant 5,Gas or Oil Plant,210.0,construction,Iraq,,
EP507,Al- Yusufiyah power plant 6,Gas or Oil Plant,210.0,construction,Iraq,,
EP508,Al- Yusufiyah power plant 7,Gas or Oil Plant,210.0,construction,Iraq,,
EP509,Al- Yusufiyah power plant 8,Gas or Oil Plant,210.0,construction,Iraq,,
EP510,AL Zahra power plant 1,Gas or Oil Plant,47.0,operating,Libya,,
EP511,AL Zahra power plant 2,Gas or Oil Plant,47.0,operating,Libya,,
EP512,AL Zahra power plant 3,Gas or Oil Plant,47.0,operating,Libya,,
EP513,Alzano Lombardo Mill power station 1,Gas or Oil Plant,41.5,operating,Italy,,
EP514,Al-Zara power plant 1,Gas or Oil Plant,220.0,operating,Syria,,
EP515,Al-Zara power plant 2,Gas or Oil Plant,220.0,operating,Syria,,
EP516,Al-Zara power plant 3,Gas or Oil Plant,220.0,operating,Syria,,
EP517,Al-Zara power plant EXT 1,Gas or Oil Plant,250.0,announced,Syria,,
EP518,Al Zawiya power station 1,Gas or Oil Plant,480.0,operating,Libya,,
EP519,Al Zawiya power station 2,Gas or Oil Plant,480.0,operating,Libya,,
EP520,Al Zawiya power station 3,Gas or Oil Plant,480.0,operating,Libya,,
EP521,Al-Zawra power plant 2-GT1,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP522,Al-Zawra power plant 2-GT2,Gas or Oil Plant,100.0,operating,United Arab Emirates,,
EP523,Amal power plant 1,Gas or Oil Plant,126.0,operating,Oman,,
EP524,Amal power plant 2,Gas or Oil Plant,126.0,operating,Oman,,
EP525,Amal power plant 3,Gas or Oil Plant,132.0,construction,Oman,,
EP526,Amamapare Port power station CC1,Gas or Oil Plant,265.0,pre-construction,Indonesia,,
EP527,Amandi power station 1,Gas or Oil Plant,203.0,operating,Ghana,,
EP528,Amapá Power III power station III,Gas or Oil Plant,300.0,announced,Brazil,,
EP529,Amapá Power II power station II,Gas or Oil Plant,300.0,announced,Brazil,,
EP530,Amapá Power I power station I,Gas or Oil Plant,300.0,announced,Brazil,,
EP531,Amata (Chonburi) power station 1,Gas or Oil Plant,140.0,operating,Thailand,,
EP532,Amata (Chonburi) power station 2,Gas or Oil Plant,140.0,operating,Thailand,,
EP533,Amata (Chonburi) power station 3,Gas or Oil Plant,133.0,operating,Thailand,,
EP534,Amata (Chonburi) power station 4,Gas or Oil Plant,131.0,operating,Thailand,,
EP535,Amata (Chonburi) power station 5,Gas or Oil Plant,131.0,operating,Thailand,,
EP536,Amata (Rayong) power station 1,Gas or Oil Plant,123.0,operating,Thailand,,
EP537,Amata (Rayong) power station 2,Gas or Oil Plant,124.0,operating,Thailand,,
EP538,Amata (Rayong) power station 3,Gas or Oil Plant,133.0,operating,Thailand,,
EP539,Amata (Rayong) power station 4,Gas or Oil Plant,133.0,operating,Thailand,,
EP540,Amata (Rayong) power station 5,Gas or Oil Plant,133.0,operating,Thailand,,
EP541,Amaunet power station 1,Gas or Oil Plant,135.0,operating,Mexico,,
EP542,Ambarlı A power station 1,Gas or Oil Plant,451.0,operating,Türkiye,,
EP543,Ambarlı A power station 2,Gas or Oil Plant,451.0,operating,Türkiye,,
EP544,Ambarlı A power station 3,Gas or Oil Plant,451.0,operating,Türkiye,,
EP545,Ambarlı B power station 1,Gas or Oil Plant,816.0,operating,Türkiye,,
EP546,Ambohimanambola (Aksaf) power plant 1,Gas or Oil Plant,66.0,operating,Madagascar,,
EP547,Ambohimanambola (Trigu) power plant 1,Gas or Oil Plant,105.0,operating,Madagascar,,
EP548,Amercoeur power station 1,Gas or Oil Plant,451.0,operating,Belgium,,
EP549,Ames GT power station GT2,Gas or Oil Plant,57.4,operating,United States,,
EP550,"Ames Municipal Power Plant Unit 8, timepoint 2",Gas or Oil Plant,71.3,operating,United States,,
EP551,Amfard power station 14,Gas or Oil Plant,120.0,operating,France,,
EP552,Amfard power station 15,Gas or Oil Plant,120.0,operating,France,,
EP553,Amir Abad 1 power plant 1,Gas or Oil Plant,4.0,operating,Iran,,
EP554,Amir Abad 1 power plant 2,Gas or Oil Plant,4.0,operating,Iran,,
EP555,Amir Abad 2 power plant 1,Gas or Oil Plant,25.0,operating,Iran,,
EP556,Amir Abad 2 power plant 2,Gas or Oil Plant,25.0,operating,Iran,,
EP557,Amizour TG Mobile Central power plant 1,Gas or Oil Plant,23.0,operating,Algeria,,
EP558,Amizour TG Mobile Central power plant 2,Gas or Oil Plant,23.0,operating,Algeria,,
EP559,Amizour TG Mobile Central power plant 3,Gas or Oil Plant,23.0,operating,Algeria,,
EP560,Amizour TG Mobile Central power plant 4,Gas or Oil Plant,23.0,operating,Algeria,,
EP561,Amizour TG Mobile Central power plant 5,Gas or Oil Plant,23.0,operating,Algeria,,
EP562,Amizour TG Mobile Central power plant 6,Gas or Oil Plant,23.0,operating,Algeria,,
EP563,Amizour TG Mobile Central power plant 7,Gas or Oil Plant,23.0,operating,Algeria,,
EP564,Amizour TG Mobile Central power plant 8,Gas or Oil Plant,23.0,operating,Algeria,,
EP565,Amman East power plant 1,Gas or Oil Plant,400.0,operating,Jordan,,
EP566,Amol Small-Scale power plant 1,Gas or Oil Plant,7.0,operating,Iran,,
EP567,Amorebieta power station 1,Gas or Oil Plant,786.0,operating,Spain,,
